 temperature	i	 j	spin A(i,j)
   1.72000003              11           2           1
   1.72000003              11           3           1
   1.72000003              11           4           1
   1.72000003              11           5           1
   1.72000003              11           6           1
   1.72000003              11           7           1
   1.72000003              11           8           1
   1.72000003              11           9           1
   1.72000003              11          10           1
   1.72000003              11          11           1
   1.72000003              11          12           1
   1.72000003              11          13           1
   1.72000003              11          14          -1
   1.72000003              11          15          -1
   1.72000003              11          16          -1
   1.72000003              11          17          -1
   1.72000003              11          18          -1
   1.72000003              11          19          -1
   1.72000003              11          20          -1
   1.72000003              11          21           1
   1.72000003              12           2           1
   1.72000003              12           3           1
   1.72000003              12           4           1
   1.72000003              12           5           1
   1.72000003              12           6           1
   1.72000003              12           7           1
   1.72000003              12           8           1
   1.72000003              12           9           1
   1.72000003              12          10           1
   1.72000003              12          11           1
   1.72000003              12          12           1
   1.72000003              12          13           1
   1.72000003              12          14          -1
   1.72000003              12          15          -1
   1.72000003              12          16          -1
   1.72000003              12          17          -1
   1.72000003              12          18          -1
   1.72000003              12          19          -1
   1.72000003              12          20          -1
   1.72000003              12          21          -1
   1.72000003              13           2          -1
   1.72000003              13           3          -1
   1.72000003              13           4          -1
   1.72000003              13           5          -1
   1.72000003              13           6          -1
   1.72000003              13           7           1
   1.72000003              13           8           1
   1.72000003              13           9           1
   1.72000003              13          10           1
   1.72000003              13          11          -1
   1.72000003              13          12          -1
   1.72000003              13          13          -1
   1.72000003              13          14          -1
   1.72000003              13          15          -1
   1.72000003              13          16          -1
   1.72000003              13          17          -1
   1.72000003              13          18          -1
   1.72000003              13          19          -1
   1.72000003              13          20          -1
   1.72000003              13          21          -1
   1.72000003              14           2          -1
   1.72000003              14           3          -1
   1.72000003              14           4          -1
   1.72000003              14           5          -1
   1.72000003              14           6          -1
   1.72000003              14           7          -1
   1.72000003              14           8           1
   1.72000003              14           9           1
   1.72000003              14          10           1
   1.72000003              14          11          -1
   1.72000003              14          12          -1
   1.72000003              14          13          -1
   1.72000003              14          14          -1
   1.72000003              14          15          -1
   1.72000003              14          16          -1
   1.72000003              14          17          -1
   1.72000003              14          18          -1
   1.72000003              14          19          -1
   1.72000003              14          20          -1
   1.72000003              14          21          -1
   1.72000003              15           2          -1
   1.72000003              15           3          -1
   1.72000003              15           4          -1
   1.72000003              15           5          -1
   1.72000003              15           6          -1
   1.72000003              15           7          -1
   1.72000003              15           8          -1
   1.72000003              15           9          -1
   1.72000003              15          10          -1
   1.72000003              15          11          -1
   1.72000003              15          12          -1
   1.72000003              15          13          -1
   1.72000003              15          14          -1
   1.72000003              15          15          -1
   1.72000003              15          16          -1
   1.72000003              15          17          -1
   1.72000003              15          18          -1
   1.72000003              15          19          -1
   1.72000003              15          20          -1
   1.72000003              15          21          -1
   1.72000003              16           2          -1
   1.72000003              16           3          -1
   1.72000003              16           4          -1
   1.72000003              16           5          -1
   1.72000003              16           6          -1
   1.72000003              16           7          -1
   1.72000003              16           8          -1
   1.72000003              16           9          -1
   1.72000003              16          10          -1
   1.72000003              16          11          -1
   1.72000003              16          12          -1
   1.72000003              16          13          -1
   1.72000003              16          14          -1
   1.72000003              16          15           1
   1.72000003              16          16          -1
   1.72000003              16          17          -1
   1.72000003              16          18          -1
   1.72000003              16          19          -1
   1.72000003              16          20          -1
   1.72000003              16          21          -1
   1.72000003              17           2           1
   1.72000003              17           3           1
   1.72000003              17           4          -1
   1.72000003              17           5          -1
   1.72000003              17           6          -1
   1.72000003              17           7          -1
   1.72000003              17           8          -1
   1.72000003              17           9          -1
   1.72000003              17          10          -1
   1.72000003              17          11          -1
   1.72000003              17          12          -1
   1.72000003              17          13          -1
   1.72000003              17          14          -1
   1.72000003              17          15          -1
   1.72000003              17          16          -1
   1.72000003              17          17          -1
   1.72000003              17          18          -1
   1.72000003              17          19          -1
   1.72000003              17          20          -1
   1.72000003              17          21           1
   1.72000003              18           2          -1
   1.72000003              18           3          -1
   1.72000003              18           4          -1
   1.72000003              18           5          -1
   1.72000003              18           6          -1
   1.72000003              18           7          -1
   1.72000003              18           8          -1
   1.72000003              18           9          -1
   1.72000003              18          10          -1
   1.72000003              18          11          -1
   1.72000003              18          12          -1
   1.72000003              18          13          -1
   1.72000003              18          14          -1
   1.72000003              18          15          -1
   1.72000003              18          16          -1
   1.72000003              18          17          -1
   1.72000003              18          18          -1
   1.72000003              18          19          -1
   1.72000003              18          20          -1
   1.72000003              18          21          -1
   1.72000003              19           2          -1
   1.72000003              19           3          -1
   1.72000003              19           4          -1
   1.72000003              19           5          -1
   1.72000003              19           6          -1
   1.72000003              19           7          -1
   1.72000003              19           8          -1
   1.72000003              19           9          -1
   1.72000003              19          10          -1
   1.72000003              19          11          -1
   1.72000003              19          12          -1
   1.72000003              19          13          -1
   1.72000003              19          14          -1
   1.72000003              19          15          -1
   1.72000003              19          16          -1
   1.72000003              19          17          -1
   1.72000003              19          18          -1
   1.72000003              19          19          -1
   1.72000003              19          20          -1
   1.72000003              19          21          -1
   1.72000003              20           2          -1
   1.72000003              20           3          -1
   1.72000003              20           4          -1
   1.72000003              20           5          -1
   1.72000003              20           6          -1
   1.72000003              20           7          -1
   1.72000003              20           8          -1
   1.72000003              20           9          -1
   1.72000003              20          10          -1
   1.72000003              20          11          -1
   1.72000003              20          12          -1
   1.72000003              20          13          -1
   1.72000003              20          14           1
   1.72000003              20          15           1
   1.72000003              20          16           1
   1.72000003              20          17           1
   1.72000003              20          18          -1
   1.72000003              20          19          -1
   1.72000003              20          20          -1
   1.72000003              20          21          -1
   1.72000003              21           2          -1
   1.72000003              21           3           1
   1.72000003              21           4           1
   1.72000003              21           5          -1
   1.72000003              21           6          -1
   1.72000003              21           7          -1
   1.72000003              21           8          -1
   1.72000003              21           9          -1
   1.72000003              21          10          -1
   1.72000003              21          11          -1
   1.72000003              21          12           1
   1.72000003              21          13           1
   1.72000003              21          14           1
   1.72000003              21          15           1
   1.72000003              21          16           1
   1.72000003              21          17           1
   1.72000003              21          18          -1
   1.72000003              21          19          -1
   1.72000003              21          20          -1
   1.72000003              21          21           1
   1.62000000               2           2           1
   1.62000000               2           3           1
   1.62000000               2           4           1
   1.62000000               2           5           1
   1.62000000               2           6          -1
   1.62000000               2           7          -1
   1.62000000               2           8          -1
   1.62000000               2           9          -1
   1.62000000               2          10           1
   1.62000000               2          11           1
   1.62000000               2          12           1
   1.62000000               2          13           1
   1.62000000               2          14           1
   1.62000000               2          15           1
   1.62000000               2          16           1
   1.62000000               2          17           1
   1.62000000               2          18          -1
   1.62000000               2          19          -1
   1.62000000               2          20          -1
   1.62000000               2          21          -1
   1.62000000               3           2           1
   1.62000000               3           3           1
   1.62000000               3           4           1
   1.62000000               3           5           1
   1.62000000               3           6          -1
   1.62000000               3           7          -1
   1.62000000               3           8          -1
   1.62000000               3           9          -1
   1.62000000               3          10          -1
   1.62000000               3          11          -1
   1.62000000               3          12           1
   1.62000000               3          13           1
   1.62000000               3          14           1
   1.62000000               3          15          -1
   1.62000000               3          16          -1
   1.62000000               3          17          -1
   1.62000000               3          18          -1
   1.62000000               3          19          -1
   1.62000000               3          20          -1
   1.62000000               3          21           1
   1.62000000               4           2           1
   1.62000000               4           3           1
   1.62000000               4           4           1
   1.62000000               4           5          -1
   1.62000000               4           6          -1
   1.62000000               4           7          -1
   1.62000000               4           8          -1
   1.62000000               4           9          -1
   1.62000000               4          10          -1
   1.62000000               4          11          -1
   1.62000000               4          12          -1
   1.62000000               4          13          -1
   1.62000000               4          14          -1
   1.62000000               4          15          -1
   1.62000000               4          16          -1
   1.62000000               4          17          -1
   1.62000000               4          18          -1
   1.62000000               4          19          -1
   1.62000000               4          20          -1
   1.62000000               4          21           1
   1.62000000               5           2          -1
   1.62000000               5           3           1
   1.62000000               5           4           1
   1.62000000               5           5           1
   1.62000000               5           6           1
   1.62000000               5           7           1
   1.62000000               5           8           1
   1.62000000               5           9          -1
   1.62000000               5          10          -1
   1.62000000               5          11          -1
   1.62000000               5          12          -1
   1.62000000               5          13          -1
   1.62000000               5          14          -1
   1.62000000               5          15          -1
   1.62000000               5          16          -1
   1.62000000               5          17          -1
   1.62000000               5          18          -1
   1.62000000               5          19          -1
   1.62000000               5          20          -1
   1.62000000               5          21           1
   1.62000000               6           2           1
   1.62000000               6           3           1
   1.62000000               6           4           1
   1.62000000               6           5           1
   1.62000000               6           6           1
   1.62000000               6           7           1
   1.62000000               6           8           1
   1.62000000               6           9          -1
   1.62000000               6          10          -1
   1.62000000               6          11          -1
   1.62000000               6          12          -1
   1.62000000               6          13          -1
   1.62000000               6          14          -1
   1.62000000               6          15          -1
   1.62000000               6          16          -1
   1.62000000               6          17          -1
   1.62000000               6          18          -1
   1.62000000               6          19          -1
   1.62000000               6          20          -1
   1.62000000               6          21          -1
   1.62000000               7           2           1
   1.62000000               7           3           1
   1.62000000               7           4           1
   1.62000000               7           5           1
   1.62000000               7           6           1
   1.62000000               7           7           1
   1.62000000               7           8           1
   1.62000000               7           9           1
   1.62000000               7          10          -1
   1.62000000               7          11          -1
   1.62000000               7          12          -1
   1.62000000               7          13          -1
   1.62000000               7          14          -1
   1.62000000               7          15          -1
   1.62000000               7          16          -1
   1.62000000               7          17          -1
   1.62000000               7          18          -1
   1.62000000               7          19          -1
   1.62000000               7          20          -1
   1.62000000               7          21          -1
   1.62000000               8           2           1
   1.62000000               8           3           1
   1.62000000               8           4           1
   1.62000000               8           5           1
   1.62000000               8           6          -1
   1.62000000               8           7           1
   1.62000000               8           8           1
   1.62000000               8           9           1
   1.62000000               8          10           1
   1.62000000               8          11          -1
   1.62000000               8          12          -1
   1.62000000               8          13          -1
   1.62000000               8          14          -1
   1.62000000               8          15          -1
   1.62000000               8          16          -1
   1.62000000               8          17          -1
   1.62000000               8          18          -1
   1.62000000               8          19          -1
   1.62000000               8          20          -1
   1.62000000               8          21          -1
   1.62000000               9           2          -1
   1.62000000               9           3           1
   1.62000000               9           4           1
   1.62000000               9           5           1
   1.62000000               9           6           1
   1.62000000               9           7           1
   1.62000000               9           8           1
   1.62000000               9           9           1
   1.62000000               9          10          -1
   1.62000000               9          11          -1
   1.62000000               9          12          -1
   1.62000000               9          13          -1
   1.62000000               9          14          -1
   1.62000000               9          15          -1
   1.62000000               9          16          -1
   1.62000000               9          17          -1
   1.62000000               9          18          -1
   1.62000000               9          19          -1
   1.62000000               9          20          -1
   1.62000000               9          21          -1
   1.62000000              10           2           1
   1.62000000              10           3           1
   1.62000000              10           4           1
   1.62000000              10           5           1
   1.62000000              10           6           1
   1.62000000              10           7           1
   1.62000000              10           8           1
   1.62000000              10           9           1
   1.62000000              10          10          -1
   1.62000000              10          11          -1
   1.62000000              10          12          -1
   1.62000000              10          13          -1
   1.62000000              10          14          -1
   1.62000000              10          15          -1
   1.62000000              10          16          -1
   1.62000000              10          17          -1
   1.62000000              10          18          -1
   1.62000000              10          19          -1
   1.62000000              10          20          -1
   1.62000000              10          21          -1
   1.62000000              11           2           1
   1.62000000              11           3           1
   1.62000000              11           4           1
   1.62000000              11           5           1
   1.62000000              11           6           1
   1.62000000              11           7           1
   1.62000000              11           8           1
   1.62000000              11           9           1
   1.62000000              11          10           1
   1.62000000              11          11           1
   1.62000000              11          12           1
   1.62000000              11          13           1
   1.62000000              11          14          -1
   1.62000000              11          15          -1
   1.62000000              11          16          -1
   1.62000000              11          17          -1
   1.62000000              11          18          -1
   1.62000000              11          19          -1
   1.62000000              11          20          -1
   1.62000000              11          21           1
   1.62000000              12           2           1
   1.62000000              12           3           1
   1.62000000              12           4           1
   1.62000000              12           5           1
   1.62000000              12           6           1
   1.62000000              12           7           1
   1.62000000              12           8           1
   1.62000000              12           9           1
   1.62000000              12          10           1
   1.62000000              12          11           1
   1.62000000              12          12           1
   1.62000000              12          13           1
   1.62000000              12          14          -1
   1.62000000              12          15          -1
   1.62000000              12          16          -1
   1.62000000              12          17          -1
   1.62000000              12          18          -1
   1.62000000              12          19          -1
   1.62000000              12          20          -1
   1.62000000              12          21          -1
   1.62000000              13           2          -1
   1.62000000              13           3          -1
   1.62000000              13           4          -1
   1.62000000              13           5          -1
   1.62000000              13           6          -1
   1.62000000              13           7           1
   1.62000000              13           8           1
   1.62000000              13           9           1
   1.62000000              13          10           1
   1.62000000              13          11          -1
   1.62000000              13          12          -1
   1.62000000              13          13          -1
   1.62000000              13          14          -1
   1.62000000              13          15          -1
   1.62000000              13          16          -1
   1.62000000              13          17          -1
   1.62000000              13          18          -1
   1.62000000              13          19          -1
   1.62000000              13          20          -1
   1.62000000              13          21          -1
   1.62000000              14           2          -1
   1.62000000              14           3          -1
   1.62000000              14           4          -1
   1.62000000              14           5          -1
   1.62000000              14           6          -1
   1.62000000              14           7          -1
   1.62000000              14           8           1
   1.62000000              14           9           1
   1.62000000              14          10           1
   1.62000000              14          11          -1
   1.62000000              14          12          -1
   1.62000000              14          13          -1
   1.62000000              14          14          -1
   1.62000000              14          15          -1
   1.62000000              14          16          -1
   1.62000000              14          17          -1
   1.62000000              14          18          -1
   1.62000000              14          19          -1
   1.62000000              14          20          -1
   1.62000000              14          21          -1
   1.62000000              15           2          -1
   1.62000000              15           3          -1
   1.62000000              15           4          -1
   1.62000000              15           5          -1
   1.62000000              15           6          -1
   1.62000000              15           7          -1
   1.62000000              15           8          -1
   1.62000000              15           9          -1
   1.62000000              15          10          -1
   1.62000000              15          11          -1
   1.62000000              15          12          -1
   1.62000000              15          13          -1
   1.62000000              15          14          -1
   1.62000000              15          15          -1
   1.62000000              15          16          -1
   1.62000000              15          17          -1
   1.62000000              15          18          -1
   1.62000000              15          19          -1
   1.62000000              15          20          -1
   1.62000000              15          21          -1
   1.62000000              16           2          -1
   1.62000000              16           3          -1
   1.62000000              16           4          -1
   1.62000000              16           5          -1
   1.62000000              16           6          -1
   1.62000000              16           7          -1
   1.62000000              16           8          -1
   1.62000000              16           9          -1
   1.62000000              16          10          -1
   1.62000000              16          11          -1
   1.62000000              16          12          -1
   1.62000000              16          13          -1
   1.62000000              16          14          -1
   1.62000000              16          15           1
   1.62000000              16          16          -1
   1.62000000              16          17          -1
   1.62000000              16          18          -1
   1.62000000              16          19          -1
   1.62000000              16          20          -1
   1.62000000              16          21          -1
   1.62000000              17           2           1
   1.62000000              17           3           1
   1.62000000              17           4          -1
   1.62000000              17           5          -1
   1.62000000              17           6          -1
   1.62000000              17           7          -1
   1.62000000              17           8          -1
   1.62000000              17           9          -1
   1.62000000              17          10          -1
   1.62000000              17          11          -1
   1.62000000              17          12          -1
   1.62000000              17          13          -1
   1.62000000              17          14          -1
   1.62000000              17          15          -1
   1.62000000              17          16          -1
   1.62000000              17          17          -1
   1.62000000              17          18          -1
   1.62000000              17          19          -1
   1.62000000              17          20          -1
   1.62000000              17          21           1
   1.62000000              18           2          -1
   1.62000000              18           3          -1
   1.62000000              18           4          -1
   1.62000000              18           5          -1
   1.62000000              18           6          -1
   1.62000000              18           7          -1
   1.62000000              18           8          -1
   1.62000000              18           9          -1
   1.62000000              18          10          -1
   1.62000000              18          11          -1
   1.62000000              18          12          -1
   1.62000000              18          13          -1
   1.62000000              18          14          -1
   1.62000000              18          15          -1
   1.62000000              18          16          -1
   1.62000000              18          17          -1
   1.62000000              18          18          -1
   1.62000000              18          19          -1
   1.62000000              18          20          -1
   1.62000000              18          21          -1
   1.62000000              19           2          -1
   1.62000000              19           3          -1
   1.62000000              19           4          -1
   1.62000000              19           5          -1
   1.62000000              19           6          -1
   1.62000000              19           7          -1
   1.62000000              19           8          -1
   1.62000000              19           9          -1
   1.62000000              19          10          -1
   1.62000000              19          11          -1
   1.62000000              19          12          -1
   1.62000000              19          13          -1
   1.62000000              19          14          -1
   1.62000000              19          15          -1
   1.62000000              19          16          -1
   1.62000000              19          17          -1
   1.62000000              19          18          -1
   1.62000000              19          19          -1
   1.62000000              19          20          -1
   1.62000000              19          21          -1
   1.62000000              20           2          -1
   1.62000000              20           3          -1
   1.62000000              20           4          -1
   1.62000000              20           5          -1
   1.62000000              20           6          -1
   1.62000000              20           7          -1
   1.62000000              20           8          -1
   1.62000000              20           9          -1
   1.62000000              20          10          -1
   1.62000000              20          11          -1
   1.62000000              20          12          -1
   1.62000000              20          13          -1
   1.62000000              20          14           1
   1.62000000              20          15           1
   1.62000000              20          16           1
   1.62000000              20          17           1
   1.62000000              20          18          -1
   1.62000000              20          19          -1
   1.62000000              20          20          -1
   1.62000000              20          21          -1
   1.62000000              21           2          -1
   1.62000000              21           3           1
   1.62000000              21           4           1
   1.62000000              21           5          -1
   1.62000000              21           6          -1
   1.62000000              21           7          -1
   1.62000000              21           8          -1
   1.62000000              21           9          -1
   1.62000000              21          10          -1
   1.62000000              21          11          -1
   1.62000000              21          12           1
   1.62000000              21          13           1
   1.62000000              21          14           1
   1.62000000              21          15           1
   1.62000000              21          16           1
   1.62000000              21          17           1
   1.62000000              21          18          -1
   1.62000000              21          19          -1
   1.62000000              21          20          -1
   1.62000000              21          21           1
   1.52000010               2           2           1
   1.52000010               2           3           1
   1.52000010               2           4           1
   1.52000010               2           5           1
   1.52000010               2           6          -1
   1.52000010               2           7          -1
   1.52000010               2           8          -1
   1.52000010               2           9          -1
   1.52000010               2          10           1
   1.52000010               2          11           1
   1.52000010               2          12           1
   1.52000010               2          13           1
   1.52000010               2          14           1
   1.52000010               2          15           1
   1.52000010               2          16           1
   1.52000010               2          17           1
   1.52000010               2          18          -1
   1.52000010               2          19          -1
   1.52000010               2          20          -1
   1.52000010               2          21          -1
   1.52000010               3           2           1
   1.52000010               3           3           1
   1.52000010               3           4           1
   1.52000010               3           5           1
   1.52000010               3           6          -1
   1.52000010               3           7          -1
   1.52000010               3           8          -1
   1.52000010               3           9          -1
   1.52000010               3          10          -1
   1.52000010               3          11          -1
   1.52000010               3          12           1
   1.52000010               3          13           1
   1.52000010               3          14           1
   1.52000010               3          15          -1
   1.52000010               3          16          -1
   1.52000010               3          17          -1
   1.52000010               3          18          -1
   1.52000010               3          19          -1
   1.52000010               3          20          -1
   1.52000010               3          21           1
   1.52000010               4           2           1
   1.52000010               4           3           1
   1.52000010               4           4           1
   1.52000010               4           5          -1
   1.52000010               4           6          -1
   1.52000010               4           7          -1
   1.52000010               4           8          -1
   1.52000010               4           9          -1
   1.52000010               4          10          -1
   1.52000010               4          11          -1
   1.52000010               4          12          -1
   1.52000010               4          13          -1
   1.52000010               4          14          -1
   1.52000010               4          15          -1
   1.52000010               4          16          -1
   1.52000010               4          17          -1
   1.52000010               4          18          -1
   1.52000010               4          19          -1
   1.52000010               4          20          -1
   1.52000010               4          21           1
   1.52000010               5           2          -1
   1.52000010               5           3           1
   1.52000010               5           4           1
   1.52000010               5           5           1
   1.52000010               5           6           1
   1.52000010               5           7           1
   1.52000010               5           8           1
   1.52000010               5           9          -1
   1.52000010               5          10          -1
   1.52000010               5          11          -1
   1.52000010               5          12          -1
   1.52000010               5          13          -1
   1.52000010               5          14          -1
   1.52000010               5          15          -1
   1.52000010               5          16          -1
   1.52000010               5          17          -1
   1.52000010               5          18          -1
   1.52000010               5          19          -1
   1.52000010               5          20          -1
   1.52000010               5          21           1
   1.52000010               6           2           1
   1.52000010               6           3           1
   1.52000010               6           4           1
   1.52000010               6           5           1
   1.52000010               6           6           1
   1.52000010               6           7           1
   1.52000010               6           8           1
   1.52000010               6           9          -1
   1.52000010               6          10          -1
   1.52000010               6          11          -1
   1.52000010               6          12          -1
   1.52000010               6          13          -1
   1.52000010               6          14          -1
   1.52000010               6          15          -1
   1.52000010               6          16          -1
   1.52000010               6          17          -1
   1.52000010               6          18          -1
   1.52000010               6          19          -1
   1.52000010               6          20          -1
   1.52000010               6          21          -1
   1.52000010               7           2           1
   1.52000010               7           3           1
   1.52000010               7           4           1
   1.52000010               7           5           1
   1.52000010               7           6           1
   1.52000010               7           7           1
   1.52000010               7           8           1
   1.52000010               7           9           1
   1.52000010               7          10          -1
   1.52000010               7          11          -1
   1.52000010               7          12          -1
   1.52000010               7          13          -1
   1.52000010               7          14          -1
   1.52000010               7          15          -1
   1.52000010               7          16          -1
   1.52000010               7          17          -1
   1.52000010               7          18          -1
   1.52000010               7          19          -1
   1.52000010               7          20          -1
   1.52000010               7          21          -1
   1.52000010               8           2           1
   1.52000010               8           3           1
   1.52000010               8           4           1
   1.52000010               8           5           1
   1.52000010               8           6          -1
   1.52000010               8           7           1
   1.52000010               8           8           1
   1.52000010               8           9           1
   1.52000010               8          10           1
   1.52000010               8          11          -1
   1.52000010               8          12          -1
   1.52000010               8          13          -1
   1.52000010               8          14          -1
   1.52000010               8          15          -1
   1.52000010               8          16          -1
   1.52000010               8          17          -1
   1.52000010               8          18          -1
   1.52000010               8          19          -1
   1.52000010               8          20          -1
   1.52000010               8          21          -1
   1.52000010               9           2          -1
   1.52000010               9           3           1
   1.52000010               9           4           1
   1.52000010               9           5           1
   1.52000010               9           6           1
   1.52000010               9           7           1
   1.52000010               9           8           1
   1.52000010               9           9           1
   1.52000010               9          10          -1
   1.52000010               9          11          -1
   1.52000010               9          12          -1
   1.52000010               9          13          -1
   1.52000010               9          14          -1
   1.52000010               9          15          -1
   1.52000010               9          16          -1
   1.52000010               9          17          -1
   1.52000010               9          18          -1
   1.52000010               9          19          -1
   1.52000010               9          20          -1
   1.52000010               9          21          -1
   1.52000010              10           2           1
   1.52000010              10           3           1
   1.52000010              10           4           1
   1.52000010              10           5           1
   1.52000010              10           6           1
   1.52000010              10           7           1
   1.52000010              10           8           1
   1.52000010              10           9           1
   1.52000010              10          10          -1
   1.52000010              10          11          -1
   1.52000010              10          12          -1
   1.52000010              10          13          -1
   1.52000010              10          14          -1
   1.52000010              10          15          -1
   1.52000010              10          16          -1
   1.52000010              10          17          -1
   1.52000010              10          18          -1
   1.52000010              10          19          -1
   1.52000010              10          20          -1
   1.52000010              10          21          -1
   1.52000010              11           2           1
   1.52000010              11           3           1
   1.52000010              11           4           1
   1.52000010              11           5           1
   1.52000010              11           6           1
   1.52000010              11           7           1
   1.52000010              11           8           1
   1.52000010              11           9           1
   1.52000010              11          10           1
   1.52000010              11          11           1
   1.52000010              11          12           1
   1.52000010              11          13           1
   1.52000010              11          14          -1
   1.52000010              11          15          -1
   1.52000010              11          16          -1
   1.52000010              11          17          -1
   1.52000010              11          18          -1
   1.52000010              11          19          -1
   1.52000010              11          20          -1
   1.52000010              11          21           1
   1.52000010              12           2           1
   1.52000010              12           3           1
   1.52000010              12           4           1
   1.52000010              12           5           1
   1.52000010              12           6           1
   1.52000010              12           7           1
   1.52000010              12           8           1
   1.52000010              12           9           1
   1.52000010              12          10           1
   1.52000010              12          11           1
   1.52000010              12          12           1
   1.52000010              12          13           1
   1.52000010              12          14          -1
   1.52000010              12          15          -1
